,date,city,env,median
0,2019-04-06,Austin,temperature,20.0
1,2019-05-13,Austin,temperature,21.8
2,2019-06-21,Austin,temperature,28.3
3,2019-05-01,Austin,temperature,24.4
4,2019-05-14,Austin,temperature,23.4
5,2019-05-16,Austin,temperature,24.1
6,2019-05-21,Austin,temperature,24.4
7,2019-05-26,Austin,temperature,25.5
8,2019-06-09,Austin,temperature,25.8
9,2019-05-02,Austin,temperature,18.1
10,2019-05-10,Austin,temperature,14.8
11,2019-05-19,Austin,temperature,26.6
12,2019-06-04,Austin,temperature,24.7
13,2019-06-23,Austin,temperature,28.1
14,2019-04-18,Austin,temperature,16.9
15,2019-04-22,Austin,temperature,21.5
16,2019-06-17,Austin,temperature,24.0
17,2019-04-03,Austin,temperature,17.2
18,2019-05-22,Austin,temperature,27.2
19,2019-05-23,Austin,temperature,26.6
20,2019-05-27,Austin,temperature,25.0
21,2019-05-31,Austin,temperature,26.5
22,2019-06-16,Austin,temperature,26.2
23,2019-04-07,Austin,temperature,17.7
24,2019-05-29,Austin,temperature,26.5
25,2019-06-06,Austin,temperature,23.8
26,2019-06-20,Austin,temperature,28.1
27,2019-05-12,Austin,temperature,18.6
28,2019-05-28,Austin,temperature,25.5
29,2019-04-09,Austin,temperature,23.6
30,2019-04-10,Austin,temperature,23.1
31,2019-04-16,Austin,temperature,20.8
32,2019-04-19,Austin,temperature,16.6
33,2019-05-03,Austin,temperature,18.3
34,2019-05-04,Austin,temperature,20.3
35,2019-06-10,Austin,temperature,24.5
36,2019-06-15,Austin,temperature,27.2
37,2019-06-03,Austin,temperature,27.6
38,2019-06-24,Austin,temperature,20.9
39,2019-04-08,Austin,temperature,19.4
40,2019-04-14,Austin,temperature,14.8
41,2019-04-20,Austin,temperature,19.8
42,2019-05-09,Austin,temperature,22.5
43,2019-05-25,Austin,temperature,25.2
44,2019-06-01,Austin,temperature,27.2
45,2019-04-15,Austin,temperature,18.8
46,2019-05-11,Austin,temperature,15.0
47,2019-06-07,Austin,temperature,26.5
48,2019-06-13,Austin,temperature,25.8
49,2019-06-30,Austin,temperature,22.9
50,2019-04-02,Austin,temperature,15.0
51,2019-04-27,Austin,temperature,22.5
52,2019-05-06,Austin,temperature,21.4
53,2019-05-07,Austin,temperature,21.1
54,2019-06-05,Austin,temperature,24.4
55,2019-06-27,Austin,temperature,24.4
56,2019-06-14,Austin,temperature,26.3
57,2019-06-26,Austin,temperature,25.4
58,2019-04-12,Austin,temperature,18.8
59,2019-04-21,Austin,temperature,20.0
60,2019-04-25,Austin,temperature,19.5
61,2019-05-08,Austin,temperature,21.1
62,2019-05-17,Austin,temperature,25.0
63,2019-05-24,Austin,temperature,25.6
64,2019-04-04,Austin,temperature,22.0
65,2019-04-24,Austin,temperature,16.1
66,2019-04-26,Austin,temperature,20.1
67,2019-05-30,Austin,temperature,23.8
68,2019-06-19,Austin,temperature,28.8
69,2019-06-25,Austin,temperature,24.4
70,2019-04-28,Austin,temperature,21.2
71,2019-05-05,Austin,temperature,23.1
72,2019-05-20,Austin,temperature,25.5
73,2019-06-02,Austin,temperature,27.5
74,2019-06-08,Austin,temperature,28.8
75,2019-06-18,Austin,temperature,28.0
76,2019-04-05,Austin,temperature,20.5
77,2019-04-11,Austin,temperature,19.8
78,2019-04-17,Austin,temperature,22.0
79,2019-04-23,Austin,temperature,21.1
80,2019-04-29,Austin,temperature,20.5
81,2019-04-30,Austin,temperature,23.8
82,2019-04-13,Austin,temperature,16.6
83,2019-06-11,Austin,temperature,22.1
84,2019-06-29,Austin,temperature,26.5
85,2019-04-01,Austin,temperature,9.5
86,2019-05-15,Austin,temperature,23.6
87,2019-05-18,Austin,temperature,25.0
88,2019-06-12,Austin,temperature,24.8
89,2019-06-22,Austin,temperature,27.7
90,2019-06-28,Austin,temperature,27.0
91,2019-04-18,Austin,pm25,19.0
92,2019-05-01,Austin,pm25,53.0
93,2019-05-07,Austin,pm25,31.0
94,2019-05-20,Austin,pm25,51.0
95,2019-05-27,Austin,pm25,34.0
96,2019-06-13,Austin,pm25,22.0
97,2019-04-03,Austin,pm25,25.0
98,2019-04-13,Austin,pm25,22.0
99,2019-06-17,Austin,pm25,20.0
100,2019-06-29,Austin,pm25,62.0
101,2019-04-26,Austin,pm25,25.0
102,2019-05-02,Austin,pm25,20.0
103,2019-05-05,Austin,pm25,32.0
104,2019-05-24,Austin,pm25,41.0
105,2019-05-29,Austin,pm25,41.0
106,2019-06-14,Austin,pm25,36.0
107,2019-04-19,Austin,pm25,10.0
108,2019-04-23,Austin,pm25,46.0
109,2019-06-28,Austin,pm25,56.0
110,2019-04-25,Austin,pm25,17.0
111,2019-05-04,Austin,pm25,16.0
112,2019-06-11,Austin,pm25,31.0
113,2019-06-20,Austin,pm25,55.0
114,2019-06-22,Austin,pm25,52.0
115,2019-06-23,Austin,pm25,38.0
116,2019-04-15,Austin,pm25,21.0
117,2019-04-21,Austin,pm25,17.0
118,2019-06-18,Austin,pm25,29.0
119,2019-06-21,Austin,pm25,54.0
120,2019-06-25,Austin,pm25,30.0
121,2019-05-28,Austin,pm25,39.0
122,2019-06-04,Austin,pm25,20.0
123,2019-05-23,Austin,pm25,51.0
124,2019-04-06,Austin,pm25,49.0
125,2019-05-16,Austin,pm25,33.0
126,2019-04-10,Austin,pm25,30.0
127,2019-04-16,Austin,pm25,18.0
128,2019-05-18,Austin,pm25,65.0
129,2019-05-19,Austin,pm25,72.0
130,2019-06-12,Austin,pm25,38.0
131,2019-04-04,Austin,pm25,25.0
132,2019-04-09,Austin,pm25,30.0
133,2019-05-09,Austin,pm25,53.0
134,2019-05-15,Austin,pm25,28.0
135,2019-06-27,Austin,pm25,59.0
136,2019-04-11,Austin,pm25,29.0
137,2019-04-20,Austin,pm25,19.0
138,2019-06-15,Austin,pm25,25.0
139,2019-04-24,Austin,pm25,13.0
140,2019-05-10,Austin,pm25,13.0
141,2019-05-22,Austin,pm25,63.0
142,2019-06-30,Austin,pm25,30.0
143,2019-04-05,Austin,pm25,57.0
144,2019-04-17,Austin,pm25,42.0
145,2019-05-06,Austin,pm25,30.0
146,2019-05-11,Austin,pm25,14.0
147,2019-06-01,Austin,pm25,30.0
148,2019-06-10,Austin,pm25,25.0
149,2019-06-16,Austin,pm25,30.0
150,2019-04-08,Austin,pm25,20.0
151,2019-04-28,Austin,pm25,25.0
152,2019-06-26,Austin,pm25,51.0
153,2019-04-02,Austin,pm25,25.0
154,2019-04-22,Austin,pm25,22.0
155,2019-05-08,Austin,pm25,23.0
156,2019-05-25,Austin,pm25,33.0
157,2019-06-02,Austin,pm25,21.0
158,2019-06-07,Austin,pm25,20.0
159,2019-04-14,Austin,pm25,21.0
160,2019-05-03,Austin,pm25,17.0
161,2019-05-12,Austin,pm25,12.0
162,2019-05-17,Austin,pm25,42.0
163,2019-05-26,Austin,pm25,31.0
164,2019-06-06,Austin,pm25,17.0
165,2019-06-19,Austin,pm25,41.0
166,2019-04-07,Austin,pm25,22.0
167,2019-04-27,Austin,pm25,34.0
168,2019-06-03,Austin,pm25,18.0
169,2019-05-30,Austin,pm25,29.0
170,2019-05-31,Austin,pm25,33.0
171,2019-06-24,Austin,pm25,23.0
172,2019-06-05,Austin,pm25,11.0
173,2019-06-08,Austin,pm25,26.0
174,2019-04-29,Austin,pm25,48.0
175,2019-04-30,Austin,pm25,57.0
176,2019-05-13,Austin,pm25,21.0
177,2019-05-14,Austin,pm25,34.0
178,2019-05-21,Austin,pm25,41.0
179,2019-06-09,Austin,pm25,45.0
180,2019-04-01,Austin,pm25,19.0
181,2019-04-12,Austin,pm25,21.0
